0,1,pd,hcc
29.623491,-16.219435,A4101,2
29.721798,-16.760824,A4102,2
8.066446,-5.883098,A4151,2
7.4198165,-5.8228,A419,2
23.584208,-13.836756,B20,1
-8.1905365,6.4082813,C01,11
-11.758811,16.308247,C023,11
-12.427558,14.045554,C029,11
4.4405503,-7.2217903,C051,11
-11.040943,18.515512,C07,11
-12.078873,18.563112,C099,11
-3.3284404,10.251264,C109,11
-11.49997,19.270319,C153,9
-9.404005,15.156251,C155,9
-9.257683,11.247578,C159,9
-14.956287,13.925691,C160,9
-13.05176,16.872362,C180,11
-10.274227,20.10609,C181,11
-15.36838,14.649716,C182,11
-18.516815,14.455214,C184,11
-11.702976,22.396494,C185,11
-8.840418,14.792255,C186,11
-10.900943,14.531903,C187,11
-4.711085,13.492924,C188,11
-7.414057,8.543182,C189,11
-11.429315,12.231252,C19,11
-11.321388,16.74714,C20,11
-13.712931,16.644693,C220,9
-11.032309,18.948395,C221,9
-3.0060925,-0.51986927,C229,9
22.792124,-8.703953,C23,9
-12.259727,20.473593,C241,9
-8.63242,-7.0053267,C248,9
-13.025292,21.76857,C249,9
-9.41473,21.963997,C250,9
-13.330415,20.648958,C251,9
-15.0294695,20.478754,C252,9
-15.973543,15.635086,C259,9
-11.9046955,20.7734,C300,11
-10.834033,15.376666,C320,11
-19.17952,15.496144,C321,11
29.619108,-16.121273,C329,11
-19.171173,17.038603,C3401,9
-11.136702,21.845097,C3402,9
-5.6698017,-5.346193,C3410,9
0.3154731,4.199005,C3411,9
2.5123355,0.73979056,C3412,9
-10.962547,8.350478,C342,9
-8.378645,9.809679,C3430,9
-4.7329693,-0.74508333,C3431,9
-8.019303,8.156583,C3432,9
6.612196,-5.8529687,C3490,9
0.3566645,4.314879,C3491,9
-9.574899,8.064337,C3492,9
-10.041043,17.740778,C434,12
-11.422154,13.581171,C4359,12
-4.268529,12.262077,C4371,12
-8.498,10.292185,C439,12
-12.182476,17.164074,C450,9
-13.252794,19.879028,C482,9
-10.265335,20.510908,C490,10
-2.7536345,0.30700955,C4920,10
-12.517789,19.404537,C4922,10
-20.197369,15.39601,C493,10
-13.274808,15.266861,C496,10
-14.149924,20.664812,C499,10
-8.169929,10.426615,C50111,12
-2.8634698,9.340401,C50112,12
-10.76181,9.447416,C50212,12
-16.227758,18.008339,C50312,12
-9.787057,16.604532,C50411,12
-14.502523,15.750002,C50412,12
-10.427208,17.131426,C50511,12
-11.196165,7.250702,C50811,12
-0.6492575,1.6112334,C50812,12
-0.58362824,1.7907034,C50911,12
-11.141861,7.5206957,C50912,12
-9.774039,8.3716135,C50919,12
-11.996302,21.11057,C519,11
-19.477394,16.53444,C531,11
22.408375,-8.933313,C539,11
-1.0348936,6.443345,C541,12
-4.628109,13.163289,C549,12
-11.320767,11.760828,C55,12
-14.119019,21.560581,C561,10
-11.255961,16.564926,C562,10
-2.6081362,3.473584,C569,10
-12.429097,17.731123,C5700,10
-11.661197,20.459576,C5701,10
3.4819884,-10.769037,C61,12
-11.162591,21.169498,C6290,12
21.797726,-12.816536,C641,11
-17.978354,14.431475,C642,11
-15.340372,21.49401,C649,11
-1.6517706,-1.9509318,C678,11
-0.3011427,2.807994,C679,11
-9.188523,9.978145,C711,10
-14.958804,13.512374,C712,10
-15.765955,14.393955,C713,10
-12.067232,13.332915,C714,10
-10.12009,15.694009,C718,10
-10.469667,9.388111,C719,10
-13.433663,13.147345,C760,12
-19.38914,15.427585,C770,8
-7.873136,9.347646,C772,8
-15.232975,16.164505,C7801,8
-7.8744917,10.002666,C7802,8
-12.297725,20.222364,C786,8
-15.694031,14.80346,C787,8
-5.412047,4.1933885,C7931,8
-10.0915985,7.4974155,C7951,8
-19.805574,15.508384,C7970,8
-9.330395,12.93658,C7989,8
-3.4869347,10.541685,C799,8
-8.479706,-7.02431,C7A1,12
15.938389,-11.545881,C7A8,12
-8.415301,-7.033442,C7B02,8
-19.565989,16.350286,C801,12
-10.134519,18.519476,C8190,10
-19.16341,17.000505,C8293,10
-13.75826,18.93901,C8310,10
-10.963923,16.039097,C8311,10
-10.244969,0.2654414,C8319,10
-1.7290633,2.6407151,C8330,10
-4.69142,13.435053,C8338,10
-11.483736,10.034725,C8339,10
-18.001038,17.394743,C8510,10
-12.016774,15.357067,C8519,10
-15.595264,18.565018,C8589,10
-14.670979,12.470418,C8590,10
-18.489487,14.506932,C884,10
1.6436678,-6.1224003,C9000,9
2.7095761,-5.9567447,C9001,9
-14.268911,14.78437,C9002,9
-10.506517,22.094646,C9100,8
-11.579792,-3.5151024,C9101,8
-11.579789,-3.515099,C9102,8
1.4086747,7.9992185,C9110,10
-5.3450217,1.2867573,C9111,10
-1.636672,3.952899,C9112,10
-3.7057073,0.92981803,C9190,10
-11.412059,18.120464,C91Z0,10
-9.854438,7.257726,C9200,8
-12.108676,-8.59002,C9211,9
-14.351701,-5.596454,C9290,9
-12.169208,-4.7995133,C946,48
-4.288118,12.305573,D320,12
-19.900217,15.652338,D420,12
0.35781366,-3.903042,D461,46
-3.6539972,3.3621325,D4620,46
-11.058901,19.66226,D4622,46
1.4843571,1.6962605,D469,46
-6.1521792,-4.6490726,D46A,46
-3.265122,2.2875028,D46B,46
-3.7114034,2.7185245,D46Z,46
-4.1405826,-9.78063,D471,48
4.923057,-10.334756,D473,48
22.8499,-12.713005,D560,48
21.05047,-8.745221,D5700,46
27.214672,-17.008133,D571,46
-4.64446,2.6252992,D5720,46
-2.5981705,2.693226,D57219,46
25.387135,-12.912935,D573,48
21.930319,-11.79328,D593,46
-3.317777,0.4310634,D6101,46
2.692448,-6.6168857,D61818,47
-11.360346,-3.6824958,D693,48
-11.359169,-3.6834528,D6941,48
16.102917,-10.299788,D696,48
-4.6368914,13.158701,D701,47
-4.0236077,-7.68821,D708,47
-12.528213,20.892006,D709,47
-2.447971,-2.4277241,D801,47
20.424883,-11.943776,D839,47
20.055122,-9.678229,E1010,17
23.279902,-12.276354,E1022,18
23.279902,-12.276354,E1022,0
25.894375,-13.979084,E10621,18
25.894375,-13.979084,E10621,161
24.531654,-14.164569,E10622,18
24.531654,-14.164569,E10622,161
9.142485,-2.642503,E1110,17
27.192104,-16.49853,E1121,18
27.192104,-16.49853,E1121,0
10.527679,-10.921129,E1122,18
10.527679,-10.921129,E1122,0
25.507298,-15.655618,E1129,18
25.507298,-15.655618,E1129,0
12.1806555,-9.547029,E1140,18
12.1806555,-9.547029,E1140,0
7.867914,-10.728801,E1142,18
7.867914,-10.728801,E1142,0
25.251326,-14.019967,E1143,18
25.251326,-14.019967,E1143,0
27.636393,-15.075876,E1151,18
27.636393,-15.075876,E1151,108
24.40485,-14.6251135,E1152,18
24.40485,-14.6251135,E1152,106
-0.6515258,4.5123887,E11621,18
-0.6515258,4.5123887,E11621,161
12.542468,-8.31498,E11622,18
12.542468,-8.31498,E11622,161
18.040125,-10.698123,E11649,18
7.6292987,-6.3093147,E1165,18
-2.7884984,9.177678,E1169,18
26.329075,-15.081954,E118,18
3.844758,-4.685492,E119,19
-11.871304,-8.748198,E210,23
-4.067419,-7.1098685,E222,23
-4.066892,-7.6593156,E2749,23
-5.0316353,-6.145508,E43,21
24.852304,-13.597585,E859,23
3.1621492,-6.346188,F0390,52
-4.4997115,-7.119716,F0391,51
8.833525,-11.603124,F200,57
2.08357,-5.47954,F22,59
-9.134242,7.2609787,F250,57
15.379007,-8.378499,F3181,59
-9.439883,11.561564,F319,59
2.8277872,-7.568385,F320,59
3.5382104,-6.488709,F321,59
2.3771963,-4.665716,F330,59
8.591736,-7.7295203,F331,59
9.804783,-2.62993,F332,59
3.3623767,-8.404653,F339,59
9.238821,-2.65547,G1221,73
3.3833787,-9.616198,G20,78
24.15229,-15.780284,G301,52
5.0210176,-6.6998105,G309,52
2.937588,-9.336821,G3183,52
9.903067,-9.542371,G35,77
-0.66985536,-1.6683722,G40409,79
14.401568,-10.99596,G4089,79
-5.071587,-0.9366981,G40909,79
6.853203,-11.797046,G6181,75
-2.0119987,-2.5255132,G7000,75
1.7517694,7.8486238,G7001,75
1.8117797,-4.3627834,I110,85
12.152736,-7.454747,I120,136
12.152736,-7.454747,I120,0
2.2752655,-6.8940597,I130,85
2.2752655,-6.8940597,I130,0
23.771141,-14.617531,I1311,136
23.771141,-14.617531,I1311,0
5.4934835,-7.7243037,I132,85
5.4934835,-7.7243037,I132,136
9.247486,-8.808937,I214,86
11.110653,-10.574615,I25110,87
6.8779883,-11.225035,I25118,88
7.5092382,-10.792433,I25119,88
-3.989536,0.17498882,I2690,107
14.927994,-9.943895,I2699,107
18.772669,-11.242525,I2720,85
6.3867636,-9.694982,I420,85
7.1212134,-8.003498,I428,85
8.529834,-8.582365,I429,85
-3.1499264,-9.146011,I442,96
15.925635,-8.2264805,I469,84
9.193478,-2.8454373,I471,96
7.953247,-9.878895,I472,96
4.2417207,-6.097759,I480,96
10.418983,-3.3402185,I4820,96
2.8295693,-4.5811505,I4891,96
5.6133337,-8.475979,I4892,96
7.373768,-9.270217,I495,96
-3.6717355,-8.340327,I5021,85
3.3054295,-7.3055415,I5022,85
6.075082,-10.3572035,I5023,85
9.493875,-10.749011,I5030,85
5.4747744,-9.096879,I5032,85
15.564037,-11.352856,I5033,85
5.6649327,-11.215256,I5042,85
6.3864784,-7.5246778,I509,85
12.071513,-11.457912,I639,100
11.833777,-9.889065,I69351,103
11.488767,-10.844954,I69354,103
7.400973,-11.160496,I714,108
16.278236,-10.97687,I739,108
19.640308,-8.922461,I770,108
-10.063932,13.760602,I82220,108
20.072407,-9.14755,I82403,108
17.07841,-10.529632,I82409,108
21.781536,-11.601108,I82621,108
-3.83687,2.0567706,I83022,107
-0.6044455,1.1883839,I87311,107
0.71759963,-8.77346,I87312,107
3.1757896,0.39577207,I87313,107
19.589857,-9.371579,I96,106
9.886444,-3.064277,J181,115
5.048422,-8.240876,J439,111
4.757392,-8.977381,J440,111
4.687736,-5.201169,J441,111
5.9343486,-6.903574,J449,111
19.641397,-11.282281,J690,114
29.900377,-17.093126,J849,112
19.336746,-11.547449,J9601,84
5.75305,-8.138141,J9621,84
9.621662,-3.0417523,J9622,84
30.679123,-15.189614,K5090,35
-12.158746,-8.334225,K56600,33
-14.300638,-5.2758336,K56609,33
-0.72557884,-3.1295457,K631,33
-10.247487,10.456173,K7290,27
20.812101,-11.149588,K7460,28
-2.0651598,0.7420727,K7469,28
29.947912,-15.639298,K9423,188
-0.5257748,3.657132,L89153,158
23.049568,-14.351761,L89154,157
-14.200401,-5.57619,L89213,158
-6.672524,-3.9964063,L89214,157
-11.450966,-8.465868,L89220,158
-4.8887043,-6.380231,L89222,159
-14.142524,-5.4900002,L89223,158
-11.009067,15.257038,L89312,159
-11.513259,-8.184378,L89313,158
-3.0969849,-9.20246,L89322,159
-6.394501,-4.336542,L89613,158
-12.000832,-8.100876,L89892,159
-3.902591,1.2985345,L97212,161
-5.5701327,-5.4604025,L97222,161
-11.398105,-3.7370212,L97321,161
-11.621749,-3.5727637,L97322,161
24.9461,-15.21666,L97411,161
-14.451205,-5.441664,L97512,161
-2.617316,9.293635,L97812,161
-1.5402151,4.231518,L97822,161
-2.3906813,-1.5494008,L97824,161
24.057816,-12.9582405,L97911,161
-9.63059,13.230878,L97922,161
6.5002832,-10.549065,M069,40
5.7025256,-9.5322075,M316,40
30.057117,-16.175478,M349,40
26.252617,-13.360263,M4624,39
-2.8150675,8.992319,M4628,39
23.882586,-11.396973,M86141,39
-3.1420453,9.869018,M86171,39
-2.1824899,-0.64751005,M86641,39
-4.724159,1.824356,M86671,39
-2.750159,1.9708897,M869,39
4.501086,-7.679803,N179,135
6.4279575,-8.83954,N184,137
24.720222,-12.928003,N185,136
-10.007863,0.5174672,N186,136
-1.5227013,-2.4795647,N2581,23
20.324905,-10.9074545,R569,79
8.600333,-10.49239,S062X0S,167
-11.595649,-8.688461,S065X0A,167
25.652393,-13.353349,S78112S,189
22.905952,-13.837599,T8241XA,134
30.013458,-16.544395,T8242XA,134
26.041714,-14.590813,T8249XA,134
27.204702,-15.565437,T82590A,176
23.503288,-12.8275175,T827XXA,176
27.523542,-14.263031,T82838A,176
19.938318,-9.52501,T82848A,176
26.374386,-14.401812,T82858A,176
26.807924,-14.070604,T82868A,176
25.155361,-12.537163,T82898A,176
11.310952,-9.141153,T83511A,176
25.58967,-14.809843,T8571XA,134
-4.669126,-6.54323,T865,186
25.182785,-14.735518,T8781,189
26.143124,-15.624664,T8789,189
-10.0210495,0.56376076,Z431,188
10.754638,-3.5316741,Z435,188
-14.300628,-5.275832,Z4824,186
-11.728466,-8.044857,Z942,186
-3.3388698,-4.05572,Z944,186
3.3153892,-5.271959,Z95811,186
24.225262,-13.529181,Z992,134
